user_id,recommended_items
1545933,2778525 1244196 1386412 657183 2791339
1546159,379493 2374859 2524259 1788868 1185847
1546316,2778525 1244196 1386412 657183 2791339
1546513,1422560 1001431 1585675 2268621 1226034
1546628,1738370 106209 1332527 1523947 2329296
1546689,553402 2832895 236811 893210 1513475
1546702,1162250 343377 784737 2610801 1244196
1546930,69688 541633 907830 2048072 130558
1547028,2778525 1244196 1386412 657183 2791339
1547114,2482736 652421 922072 942805 1834837
1547337,348550 1181383 320409 837402 2259069
1548157,2438654 657464 799577 811774 1089721
1548827,2198238 2132251 1175568 209611 164623
1548995,560383 2800658 718372 2558141 1749247
1549018,785290 823424 1431795 1807399 2672855
1549112,2778525 1244196 1386412 657183 2791339
1549134,1559620 2310058 875297 281925 1059931
1549441,1047625 266412 468120 1244196 1679143
1549583,2778525 1244196 1386412 657183 2791339
1549650,2725896 1586150 1887425 1921903 1975163
1550172,1386412 2002097 657183 2593483 784737
1551218,1971458 394095 2273864 2546751 674319
1552209,882380 2083881 1101229 445302 2358399
1552501,2778525 1244196 1386412 657183 2791339
1552523,2054999 785666 1413438 1526612 2272707
1553600,738563 1806165 2473005 2507970 745410
1553713,2778525 1244196 1386412 657183 2791339
1554011,784737 1386412 657183 830073 1162250
1554044,1432568 1619659 2750191 275376 709896
1554165,2778525 1244196 1386412 657183 2791339
1554284,1679143 2459081 468120 2796479 2420135
1554574,39704 1193728 1577312 2385436 2157222
1554757,2353116 2373183 2615897 1113937 739398
1555017,802743 1181698 2031981 1673229 2569996
1555092,1857805 1776995 2423904 2347392 2798615
1555346,2778525 1244196 1386412 657183 2791339
1555519,636889 1703353 716019 2789271 637195
1555696,143703 1540667 2443590 438131 688828
1555806,1162250 343377 784737 1386412 2791339
1556006,1325069 2477899 64262 1090418 1645235
1556159,1194453 607929 2679769 2193413 596702
1557245,456130 629547 1541733 2570601 369713
1557697,2778525 1244196 1386412 657183 2791339
1558028,2778525 1244196 1386412 657183 2791339
1558045,2778525 1244196 1386412 657183 2791339
1558574,1244196 576605 1988490 1140869 1069281
1558576,398342 1220380 1713404 567803 726193
1559214,168480 2103660 2331939 1082062 1965522
1559530,1454707 325294 1465313 1639867 2349739
1559558,2778525 1244196 1386412 657183 2791339
1559586,1945180 96800 131952 166607 342352
1559597,243343 815404 2382705 874472 1371750
1559651,2785688 994671 2251030 1358880 1631892
1559677,587544 1834691 2389908 35733 1701345
1559927,2778525 1244196 1386412 657183 2791339
1560537,714105 131557 1820087 1893616 2527425
1560616,1529089 376763 828051 123532 792318
1560930,2086041 497265 1398399 1078977 1835742
1561606,2705759 1330328 1819338 1953745 2083881
1562152,452109 497264 763356 1151800 1556878
1562513,2372201 1460321 262513 5964 1508978
1562712,188268 1784236 1138831 2164559 1652584
1562759,341799 972749 1202239 1632275 522980
1563071,1047625 668146 650831 1048520 1244196
1563437,2778525 1244196 1386412 657183 2791339
1564097,1979357 1446411 1458901 1858896 600690
1564599,823512 2778525 1907735 786549 2616946
1565757,569889 2466095 266412 1854085 1244196
1565867,2621330 608404 1124864 1223889 305466
1566594,1940472 2510949 2562332 598644 1323393
1566710,2716452 486719 2681769 2167254 1050614
1566735,1443349 411564 727379 1053100 1135034
1567405,189362 386107 1543685 2304968 2809776
1567667,1664453 2501356 1317915 768905 1206860
1567767,478903 1741651 2053198 1060527 2084861
1568379,1661115 466277 1611522 1922041 2550046
1568872,1162250 343377 784737 1386412 2791339
1569501,2799198 1750400 1975800 516 2559923
1570317,1928254 967007 723096 2348229 2239159
1571166,334952 315122 1568942 1193447 68721
1571923,784737 2178500 2590469 1386412 228623
1572317,2476921 2307703 2774545 1805565 2098557
1572470,653816 1450886 2149399 1224460 2169071
1572873,2002097 1386412 784737 1244787 2198329
1573513,2778525 1244196 1386412 657183 2791339
1573691,946429 614356 174408 2298364 96802
1573803,1984327 2106311 657183 1162250 343377
1575003,1124978 2007476 1364977 1124864 1951385
1575137,2778525 1244196 1386412 657183 2791339
1575224,2596 2346337 2336274 518544 570430
1575301,668146 1679143 468120 1047625 2459081
1576008,1092821 2198329 536047 1386412 1119495
1576228,224357 2264926 1851449 2073499 710727
1576612,1386412 2198329 536047 784737 1928254
1576846,237270 1202378 1317915 82042 107828
1577635,2760143 752007 1767244 1684896 292858
1577923,2712481 1768024 2816180 2750191 2144834
1578301,2235265 291669 1294168 388626 1633656
1578538,1244196 1069281 1047625 2796479 784737
1579208,727508 2549521 491473 540678 595515
1579625,1067189 738110 1159573 731841 1359202
1579715,2198329 2156629 2002097 2593483 343377
1580501,979052 1201341 1291278 1345489 1849329
1580604,2559923 1732848 579292 1096406 1028343
1580887,1155187 918331 257339 1223605 719521
1581095,1866065 1085691 1194436 292470 1374902
1581540,2656338 1606360 2015500 2623483 503972
1581724,1575338 2604865 1143002 1224630 2213569
1581857,2086041 892333 1865831 1835742 2182715
1581998,433379 560659 2771276 2769076 1694691
1582653,2778525 1244196 1386412 657183 2791339
1582791,2778525 1244196 1386412 657183 2791339
1583026,657183 1212859 665723 47583 1092821
1583163,1092821 1386412 2413494 2593483 1119495
1583325,659906 2506629 2131741 516499 2688641
1584336,2778525 1244196 1386412 657183 2791339
1584809,456839 1194436 595303 512040 359591
1585026,568223 2030128 1445649 466934 208015
1585345,276559 399596 1477734 2157222 306077
1585679,2325036 1947313 2444635 443921 537938
1585840,2778525 1244196 1386412 657183 2791339
1586126,2778525 1244196 1386412 657183 2791339
1586490,127868 226020 1798780 1936036 22352
1586850,2778525 1244196 1386412 657183 2791339
1587284,2778525 1244196 1386412 657183 2791339
1587892,1062210 277691 661997 1314883 2444591
1588255,468120 657183 1386412 1069281 2459081
1588346,2778525 2031981 1069281 1443706 2313894
1588420,602785 979877 2083881 2097564 1818827
1588581,2778525 1244196 1386412 657183 2791339
1588591,1947122 2296079 870188 2503542 929715
1588749,2712481 350611 1695664 143830 562914
1589048,1113937 2232446 2168408 158526 2057312
1589503,1812520 37737 502531 1953900 1487686
1589633,2778525 1244196 1386412 657183 2791339
1589832,2698468 612412 350611 1241464 1695664
1590150,2450180 1423751 1379956 1767883 2519335
1590403,1099151 73230 2219806 2037150 2418293
1590428,902758 1704683 1279176 952267 2113104
1590983,929038 1079946 2262010 2596140 2811292
1591203,2072280 1834738 158358 220211 333557
1591944,2113458 1579645 131739 2062492 1982972
1592109,2095672 45759 279242 300115 643845
1592608,2778525 1244196 1386412 657183 2791339
1592743,872187 2481419 982359 1526450 728983
1593207,1437332 1967011 797595 194778 45759
1593252,297006 1341138 2827667 2162032 2049946
1593380,1233566 668484 2469911 45832 24962
1594532,739674 2447920 93490 192137 303900
1594553,2378684 1001627 1087548 1401824 1490200
1594574,1069034 421090 488755 1828165 1053542
1595198,2778525 1244196 1386412 657183 2791339
1595465,1971458 1054489 2273864 908778 394095
1596098,459760 1609189 626563 1334449 248669
1596352,2032884 2601568 410414 187140 807711
1596565,2127719 2133983 72914 510467 874852
1597006,497061 497610 587078 2178405 652099
1597287,300053 245634 1164968 1414197 882380
1597792,604432 2044860 1092821 2257372 2173335
1598206,814978 1398326 2319067 2349156 2636589
1598221,2024094 1886939 1044622 1488958 711679
1598335,2541209 919459 639290 122720 1550345
1598433,399596 2050227 966964 2748191 585664
1598570,1520888 1533363 1240005 39150 319848
1598789,1254753 2117401 2168537 186524 2408834
1598967,363773 541081 323464 383252 626654
1599899,1173914 789804 2538956 526501 2324189
1600853,70291 777292 805736 991164 1585488
1601100,1244196 2796479 1047625 1069281 784737
1601822,2778525 1244196 1386412 657183 2791339
1602150,1244196 1386412 784737 47583 79531
1602257,2778525 1244196 1386412 657183 2791339
1602489,15709 1334779 1479382 802795 1058763
1602855,763397 1168559 2409745 2180565 303900
1603038,1844980 1311266 1680423 1719597 1945841
1603043,986950 50457 375445 484085 1486947
1603095,793921 2634238 943916 2631746 642873
1603208,1557339 155716 662225 1014083 1758600
1603299,2251704 1033906 1860530 2634246 1574295
1603908,2637558 404176 256902 1499523 2524072
1603949,1993453 1094511 2415538 2361163 1031373
1604259,1831334 2391945 1447547 2317055 2255841
1604640,577357 1142725 1870044 2761056 38607
1604720,2778525 1244196 1386412 657183 2791339
1604834,2778525 1244196 1386412 657183 2791339
1605822,1755502 768246 1203065 546243 2157347
1605844,2039563 2194356 427545 680850 798206
1606241,738056 1212499 281325 298226 461600
1606582,1001431 1585675 1626201 2787334 559839
1606760,1834691 939550 636889 64793 1238752
1607069,1244196 1069281 1047625 2796479 784737
1607536,2778525 1244196 1386412 657183 2791339
1607709,666394 1066450 1741651 478903 1287323
1607761,872643 2712481 1155565 2588340 2096850
1608034,1193551 120131 974665 39150 319848
1608100,2778525 1244196 1386412 657183 2791339
1608298,1162250 343377 1386412 536047 1165605
1608348,2200859 2086041 1686571 215982 964787
1608740,1594679 1980621 2296915 91419 2006859
1608851,2778525 1244196 1386412 657183 2791339
1609168,931519 1988160 1092821 258349 2198329
1609584,1876513 1217083 1867675 231115 1994188
1609822,2476293 1198429 395421 2054845 289131
1609983,876735 2249320 2409457 687478 2142331
1609991,2111288 2672526 2463916 2386570 2552884
1611231,182233 2310939 982359 1038209 2433732
1611696,2778525 1244196 1386412 657183 2791339
1612045,1244196 1069281 1047625 2796479 784737
1612109,2024094 2648928 103079 47583 1715729
1612214,533554 660035 2623483 987407 268035
1612226,1576725 1655570 11948 2265362 283607
1612472,28072 504112 2619752 1717859 191281
1612600,2557680 216954 230817 356379 406022
1612687,1066450 2134619 104285 1565428 2735808
1612841,590874 1995511 562493 171527 1098890
1613951,1229050 2058803 1810275 1280673 450767
1614285,552975 2688858 44389 2751178 2542890
1614607,1576126 667505 1247117 1239082 1953846
1614661,2791778 1135229 1071532 505157 1790373
1615152,1256143 1279227 1031734 2168537 2587013
1615448,2082287 1858532 2231904 2816025 1602611
1615507,2244868 1540178 421773 2031953 55862
1615690,562726 2600575 1426791 1052097 2738978
1616009,1162250 784737 343377 1443706 1069281
1616132,233182 1132902 1270896 1463178 2297678
1616352,692994 468120 2325510 1042335 2459081
1616435,430992 1207226 653161 2724276 528854
1616615,252068 2197685 490987 2029130 939717
1616824,461342 840093 1772462 2672621 1624393
1617435,2613068 1262940 359919 395605 305291
1617493,1244196 823512 2763386 260125 560881
1618596,112396 680562 1118564 1334976 1467405
1618842,2200859 1285047 1575243 874570 422275
1618926,183511 852293 2718833 661506 383917
1618990,2778525 1244196 1386412 657183 2791339
1619158,823512 508676 42452 182233 538069
1619568,842387 1064322 2627070 1033001 1784510
1619838,856444 721214 310141 1014151 1371044
1619891,2778525 1244196 1386412 657183 2791339
1620492,1343791 1502840 163403 460700 1541359
1621374,2637434 1020200 2824370 1915279 717384
1621574,1244196 1069281 784737 1047625 2796479
1621612,123165 343924 479755 608456 221442
1621890,2038819 1258798 2083132 156204 1714255
1621931,657183 1443706 2420135 650831 2796479
1622836,1040073 1223605 479851 287676 299061
1623038,433937 2358688 828201 979855 2529462
1623676,530744 2555403 870063 584626 1753250
1623733,2243974 309789 2418509 666264 1650411
1624073,738110 1069281 57388 2313894 657183
1624168,2790725 306412 66311 662307 879947
1624182,1215013 158501 1239350 216177 640347
1625211,151591 1078977 833813 1313361 1573395
1625587,1244196 1732848 579292 1443706 657183
1626356,2778525 1244196 1386412 657183 2791339
1627115,876529 1749875 1619659 1317915 1432568
1627247,1274752 1953846 437920 725181 667505
1627645,2778525 1244196 1386412 657183 2791339
1627827,2778525 1244196 1386412 657183 2791339
1627970,2198329 1119495 1244787 2002097 1369653
1628780,763462 967984 1909603 458675 2240547
1628860,2778525 1244196 1386412 657183 2791339
1629054,2826750 1635931 2705351 18386 212518
1629284,557005 1074013 640675 889728 2066897
1630123,2778525 1244196 1386412 657183 2791339
1630970,139405 462454 1095635 1468281 2169015
1631371,471614 1190662 1526974 1606739 1905986
1632386,1609802 557698 1814222 283190 548005
1632525,2778525 1244196 1386412 657183 2791339
1632674,1525510 528784 595841 824694 1254894
1633093,886778 2131409 609071 2494722 28038
1633407,2778525 1244196 1386412 657183 2791339
1633682,1407200 1889205 557005 1430243 1277973
1633927,2423375 1922861 2190306 1358880 2027015
1633974,2778525 1244196 1386412 657183 2791339
1634073,241272 2833013 2332355 595303 1189044
1634216,2778525 1244196 1386412 657183 2791339
1634221,67066 948249 716421 2725953 433346
1635441,2708595 633120 2619402 2521154 469258
1635698,2373468 1074013 450489 1266023 1429221
1635828,475121 265732 1523947 2633444 2512947
1636145,2778525 1244196 1386412 657183 2791339
1636373,2778525 1244196 1386412 657183 2791339
1636839,2778525 1244196 1386412 657183 2791339
1637192,472040 723096 1361956 665194 109433
1637278,50457 231115 1155556 2813646 1115740
1637357,293600 297049 640209 804471 851861
1637398,841721 166004 176632 188483 258672
1637516,1769599 941986 1615763 147908 1522487
1637693,2778525 1244196 1140869 599025 278589
1637709,2778525 1244196 1386412 657183 2791339
1638378,1043911 617610 1518838 144561 398342
1638994,1113937 2353116 2403426 158526 1508978
1639181,56715 991271 1527308 1641241 2019054
1639688,922766 810825 838668 784907 814894
1639721,813500 348901 1150336 1221087 1387849
1640532,2778525 1244196 1386412 657183 2791339
1640680,1253286 2615456 171740 482450 624318
1640866,1790293 1551995 704532 1723658 913719
1641101,2778525 1244196 1386412 657183 2791339
1641569,967161 784737 1386412 657183 343377
1643422,2129061 673795 2504579 562303 2666530
1643521,811401 486936 2002097 2823735 828051
1643797,2614865 1880228 832174 2499198 20139
1644017,1447302 400054 1042196 291669 158167
1644031,2595466 665666 81964 2825431 567560
1644394,2778525 1244196 1386412 657183 2791339
1644722,887155 136104 734248 781634 1649386
1645236,2590469 2200859 964435 1608366 648874
1645338,1663291 2569062 2753534 2786807 2334603
1646103,168076 439100 1134456 1343891 1751139
1646320,37998 1900729 604278 2529009 2404420
1646865,1339536 634598 283507 1715268 1195879
1648081,2207141 155884 809762 917441 2570347
1648232,464395 2824594 2735071 1334149 156946
1648256,34177 383044 955522 1159794 1728569
1648667,2391945 2002097 604795 1652584 1386412
1648705,527236 805329 1876513 2045717 851554
1649059,2628493 2663285 2665053 798068 1783480
1649242,1907478 242163 398374 31058 366082
1649430,2778525 1244196 1386412 657183 2791339
1650115,468120 2420135 2423973 650831 1809836
1650259,2255841 522659 1447547 2391945 604795
1650951,1047625 1679143 1244196 468120 1953846
1651571,1514815 2155146 130558 2775012 760411
1651686,2778525 1244196 1386412 657183 2791339
1651794,371886 886778 2494722 1064876 1994642
1652064,472040 723096 665194 2371498 967007
1652684,266412 1823827 2031981 2086041 1398399
1653217,1701563 1773335 2667153 639371 1173987
1653290,2712481 1636910 2618175 2603642 2698468
1653431,389366 1850302 108908 510422 554296
1654272,224956 747302 1327059 1362041 1463020
1654497,1374600 2069427 776677 1865720 109773
1655106,784737 1386412 1092821 2198329 657183
1655827,2778525 1244196 1386412 657183 2791339
1655986,1889858 2283530 1845494 1732492 89019
1656333,1419221 2790544 2208081 2339912 1956958
1656741,472040 2024094 59091 592140 1455037
1656778,147570 1260602 1624781 2237632 557660
1656892,515880 1516723 744879 83366 308946
1656914,1244196 1162250 2420135 1679143 343377
1657606,1244196 1069281 1047625 2796479 784737
1657646,1730803 1975675 564555 936315 1003700
1657715,543296 161997 290889 2243689 2559923
1658231,472040 723096 665194 2239159 507102
1658269,77356 1520277 554226 612155 1509637
1658282,266412 1443706 657183 2313894 1069281
1658843,1747407 2157347 152266 2178715 2198636
1658917,2778525 1244196 1386412 657183 2791339
1658972,821213 69792 2485104 2063155 2579338
1659362,468120 1679143 2459081 650831 1047625
1659420,2448272 1458449 1531632 2722027 847730
1659692,2169867 120395 2529978 1207661 1502022
1659825,1604573 637245 1413621 2439247 1919466
1659868,657183 2313894 1443706 784737 1953846
1660216,1422357 931519 353356 612155 670600
1660669,1307252 539932 1022844 1360976 2457617
1661653,1348314 2806026 2173860 2756054 839886
1661674,517117 1190860 166340 989968 1631714
1662665,1542531 1326714 1451951 2267800 1985968
1662778,1113937 604278 2057312 2466849 483871
1663282,2140104 360483 1681400 430439 467497
1664518,2417933 1329008 730277 2709876 2310379
1665022,1053542 823512 1244196 2310939 1241609
1665046,1824686 2086041 241052 1865831 892333
1665771,1050542 1880818 1943364 2023026 2629078
1665835,292139 1636859 309789 246014 699465
1666370,186124 925751 557005 1074013 1407200
1666548,2778525 1244196 1386412 657183 2791339
1666593,2208081 2339912 2057927 590898 705661
1666663,2778525 1244196 1386412 657183 2791339
1666758,1140869 2778525 2439025 2624682 278589
1666982,2778525 1244196 1386412 657183 2791339
1667044,78899 1198522 2477423 2371142 1777889
1667129,1374902 169494 590219 161269 395069
1667807,266412 343377 657183 72465 2037855
1668079,155309 197666 217942 277210 286379
1668874,134458 47583 592140 665723 2024094
1669270,2778525 1244196 1386412 657183 2791339
1669506,383311 1752642 2463127 1277973 1514815
1669972,2031981 657183 72465 784737 1162250
1670124,153657 375036 2020924 2462680 2482542
1671023,91099 236410 822114 311928 2745832
1671082,2369856 1982972 1898849 1579645 1513537
1671472,612155 339227 931519 2073499 2336701
1671849,1801970 1534238 171529 1813117 1030279
1671873,986950 2698338 1726537 15530 1907046
1672971,886547 99612 262498 502500 612691
1673442,2596723 517392 2403209 2645539 1192397
1673969,2011456 604278 2072476 1113937 284624
1674042,365373 646732 1840501 1788520 1274772
1674679,637245 1408884 2716276 1324940 1670321
1675190,2778525 1244196 1386412 657183 2791339
1675199,1244196 657183 1162250 1443706 784737
1675387,12371 269146 1511037 1663291 1776519
1675614,1244196 1053542 1047625 1679143 468120
1675999,1407200 557005 340121 1893616 896409
1676323,157519 316254 470573 625137 660572
1676570,152280 1357701 1801255 2133365 2558997
1676775,2213987 1450886 2149399 810121 368259
1676880,657183 1386412 343377 1984327 1092821
1677408,569550 842833 1422300 1761356 1552231
1677554,2778525 1244196 1386412 657183 2791339
1677828,823512 2778525 1156803 1317721 1053542
1678108,1602720 523776 1132640 1379871 1892243
1678190,1295345 1420703 1432242 1443642 2000350
1678249,1333773 2562287 1036839 1228907 547395
1678294,1519543 2712481 2163770 2483464 625711
1678601,1076904 2681475 2148400 223501 366335
1678938,230254 1004916 319853 742769 974615
1679527,468120 2459081 2420135 668146 1047625
1680028,139381 196476 298380 453539 1510983
1680361,2778525 1244196 1386412 657183 2791339
1680631,1914212 1915137 1147331 1544462 2436985
1680757,460718 1248950 1249361 1623399 1680074
1681077,1231748 2489878 1785793 2158063 160057
1681960,708657 1435584 1709395 1827333 2454597
1682671,1096406 1003041 1732848 2354859 1695664
1682708,1500032 398456 1175349 1272226 1735341
1682861,657183 784737 1386412 1162250 2791339
1682975,2698468 350611 1695664 2603642 1519543
1683313,569889 266412 2466095 1776330 657183
1683505,2123151 792834 914591 1432589 1446413
1683693,657183 1386412 1092821 2791339 343377
1684078,1599672 1649980 869442 416816 1188128
1684591,2465901 424700 1646829 1538496 1353343
1684896,676583 1824911 2001196 714730 2068423
1685381,1386412 343377 2791339 2198329 1244787
1685704,2632136 939066 804191 2733889 1461744
1686246,1069281 2313894 657183 1443706 1953846
1686266,1244196 1069281 1047625 2796479 784737
1686911,1777645 2197240 2053679 27663 380292
1687054,709729 1915815 103803 1516541 2442889
1687469,2477757 917938 1314583 1156031 56871
1688096,1376058 1835742 1398399 988899 1907046
1688206,2359176 2697644 171751 2535599 1229650
1688482,657183 784737 1386412 343377 536047
1688730,1244787 2413494 1325341 2002097 1386412
1688854,197012 530276 1934117 1478897 1665109
1688960,657183 784737 1244196 343377 266412
1689445,2778525 1244196 1386412 657183 2791339
1690222,2759945 58901 1554104 1461889 2729501
1690320,1885417 954663 34170 66525 683460
1690390,1162250 1244196 343377 1386412 2791339
1690945,1834826 2589412 347562 560665 1150956
1691001,647256 1026024 1320336 1553453 1753100
1691676,2778525 1244196 1386412 657183 2791339
1691826,1053542 2778525 1244196 872187 1774879
1692054,512713 119905 970501 1033588 2770622
1692150,1969583 1157029 1569910 1455447 1672380
1692263,1869873 986950 188410 2177883 81564
1692426,1647386 2545108 46417 421376 1027293
1692661,2778525 1244196 1386412 657183 2791339
1693325,784737 1386412 2002097 830073 1162250
1693483,372061 2365695 1590432 50489 2540060
1693749,46364 84276 595538 1200228 1884900
1693871,1615763 1022144 147908 282824 1758920
1693877,2778525 1244196 1386412 657183 2791339
1693893,459760 1799849 1695664 247719 962194
1693899,2778525 1244196 1386412 657183 2791339
1694478,2778525 1244196 1386412 657183 2791339
1694817,1274336 2121581 2822465 1746915 315406
1694919,2778525 1244196 1386412 657183 2791339
1695089,1009395 1766623 2541357 64267 2450714
1695129,2057312 158526 2466849 2659857 2232446
1695212,784737 1331254 2540796 46364 84276
1695258,657183 1386412 343377 1984327 1092821
1695621,743270 160999 1331898 547724 2735808
1696233,775484 902949 1704599 720632 1954350
1696423,2778525 1244196 1386412 657183 2791339
1696806,2211016 2644144 2593241 1100918 2625003
1697052,247719 2198210 1657221 1789047 1813153
1697186,892368 2470216 1299984 272793 1598486
1697686,2778525 1244196 1386412 657183 2791339
1697957,1066450 1331898 997665 743270 472594
1698169,1809836 1048520 2325510 2564347 2423973
1698912,1113937 2466849 2450694 2473983 2148301
1699178,2521699 2202637 718148 1919327 1261539
1699237,1931528 1621075 265617 1190516 2300134
1699702,541636 1159572 1571481 1739437 2771370
1699793,1345877 2651850 2353095 1511037 1776519
1700582,2423973 714060 1679143 2325510 2220227
1700735,2778525 1244196 1386412 657183 2791339
1701125,294246 589441 22378 552066 1259871
1701229,1074013 527236 1390003 1958332 797595
1701412,1408884 2026011 2079392 1032110 2371408
1701489,1244196 657183 1162250 784737 1443706
1701983,1352685 1547180 1034641 1244110 1550812
1702141,2503223 1173448 478510 430708 94309
1702377,1988160 1190860 2521154 869264 931519
1703214,1456599 1576725 636889 1666314 595841
1703300,1216146 1230755 1665895 1701403 2607916
1703453,1811152 2499198 1446382 196138 678554
1703480,1053542 823512 508676 1156803 2545674
1703544,1074013 1407200 186124 2251758 1776696
1703719,1831218 2066757 936186 404241 796137
1703734,1601651 1815581 1475433 1943021 1602077
1703742,1466890 1520888 2825888 1625432 1734195
1704346,2778525 1244196 1386412 657183 2791339
1704857,1809836 2750341 2423973 2220227 714060
1704945,2649322 2466179 1233361 1770703 805382
1705148,2705875 2788252 1955123 96966 975591
1705488,1090979 1559800 2195913 2229602 659407
1706660,1162250 536047 2593483 2791339 1776330
1706768,328728 669075 1289842 2109746 2342571
1706896,1886939 2613699 1994809 1825406 1848420
1707186,629289 1856885 2154574 2369662 2455411
1707589,732576 632873 452334 91611 665588
1707775,1438082 1145880 2008985 1443014 412645
1708120,2778525 1244196 1386412 657183 2791339
1708387,1630977 83366 308946 1233708 933698
1709299,267788 350371 366179 967859 2248769
1709737,657183 536047 1162250 343377 1244196
1709793,134458 984114 2323368 2123742 2150560
1709866,1965763 123928 2559971 1985968 26794
1710174,2420135 2220227 1809836 2781618 1953846
1710184,2257514 706931 1369964 2280618 2664128
1710397,2279833 2657497 2222699 26250 1641398
1711222,1053542 1156803 1129899 2778525 823512
1711231,2447920 822880 1486633 2299184 2611136
1711709,2312202 2353116 1113937 2403426 102981
1711883,1611107 2420331 2326256 1443706 1244196
1712088,1524219 1624107 707733 871579 2046656
1712119,2654810 374792 2573097 248669 1954556
1712404,172557 1325316 2674899 739198 509074
1712641,248636 1373703 1857507 286278 2704123
1712955,2491392 592505 2001101 1065390 2326901
1713025,325294 1538515 1053542 823512 1877578
1713413,1053542 823512 1244196 2310939 1241609
1713788,784737 1386412 2002097 830073 1162250
1715071,85893 146364 1613025 1841182 2160551
1715094,2778525 1244196 1386412 657183 2791339
1715352,2555165 1401429 1784173 2182646 1891178
1715674,1101860 1049247 2642920 2245238 1037995
1715887,1718261 282920 2004956 380461 1405124
1716438,2493077 1219865 76709 635960 1133694
1716540,657183 2755706 2533348 892368 395616
1717379,2778525 1244196 1386412 657183 2791339
1717535,2087109 45759 279242 643845 658138
1718037,1113937 2466849 1346344 2450694 794365
1718093,2467156 1958332 627172 2367100 1556170
1718910,1759421 1536389 2000411 1274752 395605
1719196,899258 2652417 818486 2157469 205039
1719360,2191657 2704417 408209 1442120 2666564
1720067,245566 1395085 1672229 1743526 2015716
1720141,224956 747302 1327059 1362041 1463020
1720174,1496156 219486 2307445 1440411 1486947
1720429,2097164 1150432 1569284 2192157 2390058
1720965,2778525 1244196 1386412 657183 2791339
1721029,144715 277854 2733672 379691 2355657
1721422,636889 2025696 2277911 2391945 1516336
1721426,1517319 2099130 2595874 489319 664129
1721454,1447547 604795 2200859 2166540 2391945
1721622,1262940 1588511 305291 2613068 24492
1722304,1143050 1839128 1846642 2113386 2122108
1722318,1998024 704683 211633 1080462 1421702
1722357,2440548 161212 318218 1242553 1709865
1722675,1685390 397235 628730 1752429 949458
1722756,486719 878413 2681769 1163756 449441
1723192,1164312 321197 664949 1857292 763834
1723286,2778525 1244196 1386412 657183 2791339
1723323,50457 310141 1794685 2002097 721214
1723766,2364757 127914 321202 365439 456761
1724285,2571166 326585 1496777 296353 605893
1724357,1090402 1092345 1988273 190246 2803357
1724534,1291591 1691335 2283180 2650992 2674913
1724624,2821618 1960137 2288793 162947 22666
1724720,1337096 773766 1436164 885686 1104146
1724868,2024094 789747 1434088 771146 2731358
1724877,2703849 2112096 1241389 1978835 791099
1725158,2292469 405169 2732240 260005 1532386
1725758,784737 1386412 1092821 2198329 657183
1725974,2778525 1244196 1386412 657183 2791339
1725975,365079 1991067 2157670 2609935 369719
1726337,217068 683065 837959 1058837 1495146
1726504,2778525 1244196 1386412 657183 2791339
1726545,2778525 1244196 1386412 657183 2791339
1726890,2241464 961238 887324 2647855 2497229
1727008,2778525 1244196 1386412 657183 2791339
1728162,1140869 1585842 79531 2167880 166149
1728621,1947468 934605 1272863 1462438 2161236
1728747,1267056 579292 1556166 870096 1646190
1729597,136863 471381 919088 1287810 1530308
1729778,1571702 436574 512681 1203570 1427857
1729870,2113458 1579645 1982972 2821032 2369856
1730850,2596490 142028 685295 870363 1220726
1731450,530276 875190 792324 2300049 1854785
1731495,1052097 2792232 1090639 753911 1669221
1731824,2600575 1492887 562726 2792232 1426791
1731839,657183 784737 1244787 1386412 760169
1732156,43306 1281739 721214 752321 2315271
1732270,2567323 133115 323263 2229362 2402594
1732328,131076 2733889 1410585 818888 1386412
1733192,657183 1162250 830073 343377 536047
1733266,657183 784737 343377 1244196 2796479
1733722,247719 459760 999151 491504 595045
1733825,37261 748139 1801666 546036 1254226
1734253,1508978 1460321 1160495 495493 2387472
1734445,1958533 1023434 2233815 1168736 1351517
1734530,1756092 522610 2756946 590935 922957
1734690,823512 2778525 1053542 1640028 39842
1734826,1814365 838840 11263 2379896 2352122
1735182,2110703 2228955 2440845 633930 2699055
1735273,1015502 1259502 1719302 2098158 1125324
1735418,2582874 2038506 550978 1281957 434700
1735475,823512 1244196 2310939 1156803 1241609
1736054,189171 1071532 1902035 2047542 578109
1736986,1265331 1367503 2033958 2668918 545612
1736990,2778525 1244196 1386412 657183 2791339
1737011,2249320 2743148 510425 567364 1590212
1737046,657183 266412 1386412 72465 1244196
1737688,1876513 979877 2157347 2787334 1755502
1737851,653265 1093288 1945452 2389890 1417963
1738282,472040 1244196 657183 784737 2778525
1738565,1443706 2420941 1434544 2418509 862860
1738871,2778525 1244196 1386412 657183 2791339
1739502,354268 1165973 943504 568549 2781379
1739721,2168537 345679 560734 577636 637345
1739781,248960 2804690 1620901 1849816 1919898
1739895,1153530 1695664 2698468 1674800 1274336
1740033,251793 2525457 897014 996562 1814939
1740226,1140869 1928254 47583 1574295 79531
1740446,1115056 2443046 785331 2800133 2396676
1740572,664850 738685 2683861 2758001 1191301
1740686,1162250 784737 1069281 266412 2791339
1740995,755907 2778476 1136719 1336052 1945169
1741289,162451 1972717 1328208 958875 2831662
1741295,1454971 30703 918760 1688756 2449432
1741681,365915 905799 1693963 2040529 2583340
